issn_id,collection,subject_area
1851-3034,,Ciências da Saúde
1851-3123,,"Linguística, Letras e Artes"
1851-3123,,Ciências Sociais Aplicadas
1851-3727,,Ciências Sociais Aplicadas
1851-3735,,Ciências Humanas
1851-3735,,Ciências Sociais Aplicadas
1851-3743,,Ciências Biológicas
1851-3751,,Ciências Humanas
1851-4669,,"Linguística, Letras e Artes"
1851-4979,,Ciências Exatas e da Terra
1851-5657,,Ciências Biológicas
1851-7587,,Engenharias
1851-8265,,Ciências da Saúde
1851-8753,,Ciências Humanas
1851-8893,,Ciências Humanas
1851-9490,,Ciências Humanas
1851-9504,,Ciências Humanas
1851-9601,,Ciências Humanas
1851-9628,,Ciências Humanas
1851-9636,,Ciências Humanas
1851-9814,,Ciências Sociais Aplicadas
1852-0499,,Ciências Humanas
1852-1428,,Ciências Exatas e da Terra
1852-1479,,Ciências Humanas
1852-1568,,Ciências Humanas
1852-1606,,Ciências Humanas
1852-236X,,Ciências da Saúde
1852-3862,,Ciências da Saúde
1852-4206,,Ciências Biológicas
1852-4206,,Ciências Humanas
1852-4222,,Ciências Sociais Aplicadas
1852-4249,,Ciências Exatas e da Terra
1852-4249,,Engenharias
1852-4265,,Ciências Exatas e da Terra
1852-4478,,"Linguística, Letras e Artes"
1852-4508,,Ciências Humanas
1852-4826,,Ciências Humanas
1852-4834,,Ciências da Saúde
1852-5768,,Ciências Biológicas
1852-5962,,Ciências Biológicas
1852-6217,,Ciências Exatas e da Terra
1852-6233,,Ciências Biológicas
1852-6233,,Ciências da Saúde
1852-7310,,Ciências Humanas
1852-7329,,Ciências Agrárias
1852-7329,,Ciências Biológicas
1852-7337,,Ciências da Saúde
1852-7353,,Ciências Humanas
1852-7434,,Ciências da Saúde
1852-7744,,Ciências Exatas e da Terra
1852-8562,,Ciências Humanas
1852-8562,,Ciências Sociais Aplicadas
1852-9615,,"Linguística, Letras e Artes"
1852-9992,,Ciências da Saúde
1853-001X,,Ciências Humanas
1853-001X,,Ciências Sociais Aplicadas
1853-0400,,Ciências Biológicas
1853-0400,,Ciências Exatas e da Terra
1853-1296,,Ciências Sociais Aplicadas
1853-1784,,Ciências Sociais Aplicadas
1853-1970,,Ciências Sociais Aplicadas
1853-3175,,Ciências Humanas
1853-3523,,"Linguística, Letras e Artes"
1853-3523,,Ciências Sociais Aplicadas
1853-3655,,Ciências Sociais Aplicadas
1853-4392,,Ciências Humanas
1853-6360,,Ciências Exatas e da Terra
1853-6379,,Ciências Humanas
1853-7081,,Ciências Humanas
1853-810X,,Ciências da Saúde
1853-8460,,Ciências Exatas e da Terra
1853-8665,,Ciências Agrárias
1853-984X,,Ciências Sociais Aplicadas
1853-9912,,Ciências Humanas
1870-0063,,Ciências Humanas
1870-0063,,Ciências Sociais Aplicadas
1870-0195,,Ciências da Saúde
1870-0462,,Ciências Agrárias
1870-0462,,Ciências Biológicas
1870-0578,,Ciências Sociais Aplicadas
1870-1191,,"Linguística, Letras e Artes"
1870-1191,,Ciências Sociais Aplicadas
1870-1442,,Ciências Sociais Aplicadas
1870-199X,,Ciências da Saúde
1870-2147,,Ciências Humanas
1870-2171,,Ciências Sociais Aplicadas
1870-2333,,Ciências Sociais Aplicadas
1870-249X,,Ciências Biológicas
1870-3453,,Ciências Biológicas
1870-3542,,Ciências Exatas e da Terra
1870-3550,,Ciências Sociais Aplicadas
1870-3569,,Ciências Sociais Aplicadas
1870-3925,,Ciências Humanas
1870-3925,,Ciências Sociais Aplicadas
1870-4115,,Ciências Sociais Aplicadas
1870-4654,,Ciências Sociais Aplicadas
1870-4670,,Ciências Sociais Aplicadas
1870-5308,,Ciências Humanas
1870-5308,,Ciências Sociais Aplicadas
1870-5472,,Ciências Agrárias
1870-5472,,Ciências Sociais Aplicadas
1870-5766,,Ciências Humanas
1870-6622,,Ciências Sociais Aplicadas
1870-6916,,Ciências Sociais Aplicadas
1870-719X,,Ciências Sociais Aplicadas
1870-7203,,Ciências da Saúde
1870-7459,,Ciências Biológicas
1870-7599,,Ciências Sociais Aplicadas
1870-879X,,Ciências Sociais Aplicadas
1870-9036,,Ciências Sociais Aplicadas
1870-9044,,Engenharias
1885-5210,,Ciências da Saúde
1885-642X,,Ciências da Saúde
1886-5887,,Ciências da Saúde
1887-8571,,Ciências da Saúde
1888-7546,,Ciências da Saúde
1889-1861,,Ciências da Saúde
1889-836X,,Ciências da Saúde
1900-2386,,Ciências Humanas
1900-3803,,"Linguística, Letras e Artes"
1900-3803,,Ciências Agrárias
1900-3803,,Ciências Exatas e da Terra
1900-3803,,Ciências Humanas
1900-3803,,Ciências Sociais Aplicadas
1900-3803,,Ciências da Saúde
1900-5407,,Ciências Humanas
1900-6586,,Ciências Sociais Aplicadas
1900-9607,,Ciências Agrárias
1909-0455,,Ciências Sociais Aplicadas
1909-0455,,Engenharias
1909-2474,,Ciências Biológicas
1909-2474,,Ciências Humanas
1909-2474,,Ciências Sociais Aplicadas
1909-3063,,Ciências Humanas
1909-3667,,Engenharias
1909-4450,,Ciências Sociais Aplicadas
1909-8367,,Engenharias
1909-9762,,Ciências Biológicas
1909-9762,,Ciências da Saúde
1909-9762,,Engenharias
1947-9417,,"Linguística, Letras e Artes"
1947-9417,,Ciências Sociais Aplicadas
1980-0037,,Ciências da Saúde
1980-5098,,Ciências Agrárias
1980-5764,,Ciências Humanas
1980-5764,,Ciências da Saúde
1980-6523,,Ciências da Saúde
1980-6574,,Ciências da Saúde
1980-8585,,Ciências Humanas
1980-8585,,Ciências Sociais Aplicadas
1980-993X,,Ciências Agrárias
1980-993X,,Ciências Biológicas
1981-3821,,Ciências Humanas
1981-5794,,"Linguística, Letras e Artes"
1981-6723,,Ciências Agrárias
1981-7746,,Ciências Humanas
1981-7746,,Ciências da Saúde
1981-8122,,Ciências Humanas
1981-8637,,Ciências da Saúde
1982-2170,,Ciências Exatas e da Terra
1982-2553,,Ciências Sociais Aplicadas
1982-4513,,Ciências Humanas
1982-5676,,Ciências Agrárias
1982-6125,,Ciências Sociais Aplicadas
1982-8837,,"Linguística, Letras e Artes"
1982-8918,,Ciências Humanas
1982-8918,,Ciências da Saúde
1983-1447,,Ciências da Saúde
1983-2117,,Ciências Humanas
1983-2125,,Ciências Agrárias
1983-3083,,Ciências da Saúde
1983-3288,,Ciências Humanas
1983-3288,,Ciências da Saúde
1983-4063,,Ciências Agrárias
1983-4195,,Engenharias
1983-4632,,Ciências da Saúde
1983-4659,,Ciências Sociais Aplicadas
1983-5175,,Ciências da Saúde
1983-6821,,"Linguística, Letras e Artes"
1983-7151,,Ciências Sociais Aplicadas
1983-8042,,Ciências Humanas
1983-8042,,Ciências da Saúde
1984-0292,,Ciências Humanas
1984-2201,,Ciências Humanas
1984-249X,,Ciências Humanas
1984-2961,,Ciências Biológicas
1984-3143,,Ciências Agrárias
1984-4670,,Ciências Biológicas
1984-6398,,"Linguística, Letras e Artes"
1984-6487,,Ciências Humanas
1984-6487,,Ciências da Saúde
1984-7033,,Ciências Agrárias
1984-7033,,Ciências Biológicas
1984-7726,,"Linguística, Letras e Artes"
1984-8234,,Ciências Humanas
1984-8250,,Ciências da Saúde
1984-9230,,Ciências Sociais Aplicadas
1988-348X,,Ciências da Saúde
1989-3809,,Ciências da Saúde
1990-7451,,Ciências Sociais Aplicadas
1990-8644,,Ciências Sociais Aplicadas
1991-1696,,Engenharias
1991-3877,,Ciências Humanas
1993-8012,,Engenharias
1994-3733,,Ciências Sociais Aplicadas
1995-7785,,Ciências Humanas
1996-1421,,Ciências Sociais Aplicadas
1996-2096,,Ciências Humanas
1996-2452,,Ciências Biológicas
1996-2452,,Ciências Humanas
1996-2452,,Ciências Sociais Aplicadas
1996-2452,,Ciências da Saúde
1996-3696,,Ciências da Saúde
1997-4043,,Ciências Exatas e da Terra
1997-4043,,Ciências Sociais Aplicadas
1999-7671,,Ciências da Saúde
2007-0705,,Ciências Biológicas
2007-0705,,Ciências Sociais Aplicadas
2007-0705,,Engenharias
2007-0780,,Ciências Humanas
2007-0934,,Ciências Agrárias
2007-1124,,Ciências Agrárias
2007-1124,,Ciências Biológicas
2007-1132,,Ciências Agrárias
2007-1205,,Ciências Sociais Aplicadas
2007-1523,,Ciências da Saúde
2007-1558,,Engenharias
2007-1833,,Ciências Sociais Aplicadas
2007-2171,,Ciências Sociais Aplicadas
2007-2406,,Ciências Humanas
2007-2422,,Ciências Exatas e da Terra
2007-2422,,Engenharias
2007-249X,,"Linguística, Letras e Artes"
2007-249X,,Ciências Humanas
2007-2538,,Ciências Humanas
2007-2872,,Ciências Humanas
2007-3011,,Engenharias
2007-3364,,Ciências Biológicas
2007-3364,,Ciências Exatas e da Terra
2007-3380,,Ciências Agrárias
2007-3380,,Ciências Biológicas
2007-3607,,Ciências Sociais Aplicadas
2007-4018,,Ciências Agrárias
2007-4026,,Ciências Agrárias
2007-4026,,Ciências Exatas e da Terra
2007-4026,,Engenharias
2007-4085,,Ciências da Saúde
2007-4298,,Ciências Biológicas
2007-4387,,Ciências Sociais Aplicadas
2007-4832,,Ciências da Saúde
2007-4964,,Ciências Sociais Aplicadas
2007-5057,,Ciências da Saúde
2007-5308,,Ciências Sociais Aplicadas
2007-5545,,Ciências Humanas
2007-5936,,Ciências Humanas
2007-5936,,Ciências Sociais Aplicadas
2007-6576,,Ciências Sociais Aplicadas
2007-6835,,Engenharias
2007-736X,,Ciências Humanas
2007-7459,,Ciências da Saúde
2007-7467,,Ciências Agrárias
2007-7467,,Ciências Biológicas
2007-7467,,Ciências Humanas
2007-7467,,Ciências Sociais Aplicadas
2007-7467,,Ciências da Saúde
2007-7610,,Ciências Sociais Aplicadas
2007-7858,,Ciências Agrárias
2007-7858,,Ciências Biológicas
2007-7858,,Ciências Exatas e da Terra
2007-7858,,Ciências Humanas
2007-7858,,Ciências Sociais Aplicadas
2007-7858,,Ciências da Saúde
2007-7858,,Engenharias
2007-7890,,Ciências Humanas
2007-8064,,"Linguística, Letras e Artes"
2007-8064,,Ciências Agrárias
2007-8064,,Ciências Biológicas
2007-8064,,Ciências Exatas e da Terra
2007-8064,,Ciências Humanas
2007-8064,,Ciências Sociais Aplicadas
2007-8064,,Ciências da Saúde
2007-8064,,Engenharias
2007-8110,,Ciências Humanas
2007-8110,,Ciências Sociais Aplicadas
2007-8447,,Ciências da Saúde
2007-9028,,Ciências Agrárias
2007-9028,,Ciências Biológicas
2007-9028,,Ciências Exatas e da Terra
2007-9176,,Ciências Sociais Aplicadas
2007-9753,,Ciências Agrárias
2007-9753,,Ciências Exatas e da Terra
2007-9753,,Ciências Sociais Aplicadas
2007-9753,,Engenharias
2011-0324,,Ciências Sociais Aplicadas
2011-0839,,Ciências da Saúde
2011-2084,,Ciências Sociais Aplicadas
2011-2106,,Ciências Sociais Aplicadas
2011-2173,,Ciências Agrárias
2011-3080,,Ciências da Saúde
2011-4532,,Ciências Sociais Aplicadas
2011-7582,,Ciências da Saúde
2011-804X,,"Linguística, Letras e Artes"
2011-804X,,Ciências Humanas
2014-9832,,Ciências da Saúde
2027-4297,,Ciências Agrárias
2027-4688,,Ciências Humanas
2027-5137,,Ciências Humanas
2027-8306,,Engenharias
2070-8157,,Ciências Humanas
2071-0054,,Ciências Agrárias
2071-0763,,Ciências Humanas
2071-081X,,Ciências Sociais Aplicadas
2071-2936,,Ciências Biológicas
2071-2936,,Ciências da Saúde
2071-5072,,Ciências Humanas
2071-9736,,Ciências Biológicas
2071-9736,,Ciências da Saúde
2072-8174,,Ciências da Saúde
2072-9294,,Ciências Agrárias
2072-9294,,Ciências Biológicas
2073-6061,,Ciências Sociais Aplicadas
2074-4706,,Ciências Sociais Aplicadas
2074-7705,,Ciências Humanas
2074-8647,,Ciências Agrárias
2074-8647,,Ciências Biológicas
2076-054X,,Ciências Humanas
2077-1886,,Ciências Sociais Aplicadas
2077-2161,,Ciências Sociais Aplicadas
2077-2874,,Ciências da Saúde
2077-3323,,"Linguística, Letras e Artes"
2077-3323,,Ciências Humanas
2077-3323,,Ciências Sociais Aplicadas
2077-4907,,Ciências Humanas
2077-4907,,Ciências Sociais Aplicadas
2077-7213,,"Linguística, Letras e Artes"
2077-7213,,Ciências Sociais Aplicadas
2077-7213,,Engenharias
2077-9917,,Ciências Agrárias
2078-5127,,Ciências da Saúde
2078-6751,,Ciências Biológicas
2078-6751,,Ciências da Saúde
2078-6778,,Ciências da Saúde
2078-6786,,Ciências da Saúde
2078-7170,,Ciências da Saúde
2079-312X,,"Linguística, Letras e Artes"
2079-3480,,Ciências Agrárias
2145-0366,,Ciências Humanas
2145-132X,,Ciências Sociais Aplicadas
2145-7719,,Ciências Sociais Aplicadas
2145-8987,,Ciências Humanas
2145-9444,,Ciências Sociais Aplicadas
2174-5145,,Ciências da Saúde
2175-3369,,Ciências Sociais Aplicadas
2175-6236,,Ciências Humanas
2175-7860,,Ciências Biológicas
2175-7968,,"Linguística, Letras e Artes"
2175-8026,,"Linguística, Letras e Artes"
2175-9146,,Engenharias
2176-4573,,"Linguística, Letras e Artes"
2176-6681,,Ciências Humanas
2176-8757,,Ciências Humanas
2176-9133,,Ciências da Saúde
2176-9451,,Ciências da Saúde
2177-7055,,Ciências Sociais Aplicadas
2178-2792,,Ciências Humanas
2178-2822,,Ciências Humanas
2179-0892,,Ciências Humanas
2179-1074,,Engenharias
2179-6491,,Ciências da Saúde
2179-8087,,Ciências Agrárias
2179-8397,,Ciências da Saúde
2179-8451,,Ciências Exatas e da Terra
2179-8966,,Ciências Sociais Aplicadas
2179-975X,,Ciências Biológicas
2182-1267,,Ciências Sociais Aplicadas
2182-1372,,Ciências Humanas
2182-1372,,Ciências Sociais Aplicadas
2182-2395,,Ciências da Saúde
2182-3030,,Ciências Sociais Aplicadas
2182-4452,,"Linguística, Letras e Artes"
2182-5173,,Ciências da Saúde
2182-7230,,Ciências da Saúde
2182-7435,,Ciências Sociais Aplicadas
2182-8458,,Ciências Sociais Aplicadas
2183-1351,,Ciências da Saúde
2183-184X,,Ciências Sociais Aplicadas
2183-3176,,Ciências Sociais Aplicadas
2183-3575,,Ciências Sociais Aplicadas
2183-5462,,Ciências Sociais Aplicadas
2183-5985,,Ciências da Saúde
2183-8453,,Ciências da Saúde
2183-9522,,Ciências Humanas
2184-2078,,Ciências Humanas
2184-2078,,Ciências Sociais Aplicadas
2184-3023,,Ciências da Saúde
2184-7770,,"Linguística, Letras e Artes"
2197-0025,,Ciências Agrárias
2215-2458,,Ciências Sociais Aplicadas
2215-2466,,Ciências Sociais Aplicadas
2215-2504,,Ciências Agrárias
2215-2504,,Ciências Exatas e da Terra
2215-2563,,Ciências Exatas e da Terra
2215-2636,,"Linguística, Letras e Artes"
2215-2644,,"Linguística, Letras e Artes"
2215-3403,,Ciências Sociais Aplicadas
2215-3411,,Ciências da Saúde
2215-3470,,Ciências Agrárias
2215-3470,,Ciências Humanas
2215-3470,,Ciências Sociais Aplicadas
2215-3535,,Ciências Sociais Aplicadas
2215-3535,,Ciências da Saúde
2215-3705,,Engenharias
2215-3896,,Ciências Biológicas
2215-3934,,Ciências Humanas
2215-4175,,Ciências Sociais Aplicadas
2215-910X,,Ciências Sociais Aplicadas
2216-0159,,Ciências Sociais Aplicadas
2216-0973,,Ciências da Saúde
2219-7168,,Ciências Humanas
2219-7168,,Ciências Sociais Aplicadas
2219-8237,,"Linguística, Letras e Artes"
2221-4070,,Ciências Sociais Aplicadas
2222-145X,,Ciências Biológicas
2222-145X,,Ciências Exatas e da Terra
2222-3436,,Ciências Sociais Aplicadas
2223-0386,,Ciências Humanas
2223-2516,,Ciências Humanas
2223-2516,,Ciências Sociais Aplicadas
2223-3032,,Ciências Humanas
2223-4861,,Ciências Agrárias
2223-6279,,Ciências Biológicas
2223-6279,,Ciências da Saúde
2223-7682,,Ciências Sociais Aplicadas
2224-0039,,"Linguística, Letras e Artes"
2224-3380,,"Linguística, Letras e Artes"
2224-7890,,Engenharias
2224-7904,,Ciências Agrárias
2225-2010,,Ciências da Saúde
2225-4765,,Ciências da Saúde
2225-6253,,Ciências Exatas e da Terra
2225-6253,,Engenharias
2225-7160,,Ciências Humanas
2225-7160,,Ciências Sociais Aplicadas
2225-8787,,Ciências Sociais Aplicadas
2226-1761,,Ciências da Saúde
2226-4000,,Ciências Humanas
2226-7220,,Ciências Humanas
2227-1899,,Ciências Exatas e da Terra
2227-1899,,Engenharias
2227-4731,,Ciências da Saúde
2236-1960,,Ciências da Saúde
2236-3459,,Ciências Humanas
2236-4633,,Ciências Humanas
2236-8906,,Ciências Biológicas
2236-9996,,Ciências Sociais Aplicadas
2237-101X,,Ciências Humanas
2237-2660,,"Linguística, Letras e Artes"
2237-6089,,Ciências da Saúde
2237-9363,,Ciências da Saúde
2237-9622,,Ciências da Saúde
2238-0094,,Ciências Humanas
2238-1031,,Engenharias
2238-3875,,Ciências Humanas
2248-6046,,Ciências Sociais Aplicadas
2250-639X,,Ciências da Saúde
2254-2884,,Ciências da Saúde
2255-3371,,Ciências Humanas
2255-3371,,Ciências Sociais Aplicadas
2255-3371,,Ciências da Saúde
2256-5493,,Ciências Sociais Aplicadas
2301-0126,,Ciências Sociais Aplicadas
2301-0665,,Ciências Sociais Aplicadas
2301-1254,,Ciências da Saúde
2301-1378,,Ciências Humanas
2301-1513,,Engenharias
2301-1548,,Ciências Biológicas
2301-1629,,Ciências Humanas
2304-0106,,Ciências Agrárias
2304-0106,,Ciências Humanas
2304-0106,,Ciências Sociais Aplicadas
2304-5132,,Ciências da Saúde
2304-7887,,Ciências Sociais Aplicadas
2304-8263,,Ciências Humanas
2304-8263,,Ciências Sociais Aplicadas
2304-8557,,Ciências Humanas
2305-0683,,Ciências Agrárias
2305-0853,,Ciências Humanas
2305-445X,,Ciências Sociais Aplicadas
2305-7963,,Ciências Agrárias
2305-7963,,Ciências Biológicas
2305-7963,,Ciências Exatas e da Terra
2306-4102,,Ciências da Saúde
2306-8671,,Ciências Humanas
2306-9155,,Ciências Sociais Aplicadas
2307-0420,,Ciências da Saúde
2307-2113,,Ciências Sociais Aplicadas
2307-2113,,Ciências da Saúde
2307-3349,,Ciências da Saúde
2307-7999,,Ciências Sociais Aplicadas
2308-0531,,Ciências da Saúde
2308-1422,,Ciências Sociais Aplicadas
2308-3859,,Ciências Agrárias
2308-3859,,Ciências Biológicas
2308-3859,,Ciências Exatas e da Terra
2308-3859,,Engenharias
2308-4928,,Ciências Biológicas
2309-0413,,Engenharias
2309-8988,,Engenharias
2310-0265,,Ciências Biológicas
2310-0265,,Ciências da Saúde
2310-340X,,Ciências Humanas
2310-340X,,Ciências Sociais Aplicadas
2310-3469,,Ciências Agrárias
2310-3469,,Ciências Exatas e da Terra
2310-3833,,Ciências Biológicas
2310-3833,,Ciências da Saúde
2311-2581,,Ciências Agrárias
2311-2581,,Ciências Biológicas
2311-2581,,Engenharias
2312-3893,,Ciências da Saúde
2313-2957,,Ciências Agrárias
2313-2957,,Ciências Biológicas
2313-7835,,Ciências Exatas e da Terra
2313-9277,,Ciências Humanas
2313-9463,,Ciências Humanas
2314-0208,,Ciências Sociais Aplicadas
2314-1549,,Ciências Humanas
2314-2561,,Ciências Humanas
2314-2707,,Ciências Humanas
2314-2766,,Ciências Humanas
2314-3061,,Ciências Humanas
2314-369X,,Ciências Agrárias
2314-3738,,Ciências Sociais Aplicadas
2316-4018,,"Linguística, Letras e Artes"
2316-8242,,Ciências Humanas
2317-1529,,Ciências Sociais Aplicadas
2317-1537,,Ciências Agrárias
2317-1782,,Ciências da Saúde
2317-4889,,Ciências Exatas e da Terra
2317-6431,,Ciências da Saúde
2318-0331,,Engenharias
2326-4594,,Ciências da Saúde
2340-9894,,Ciências da Saúde
2341-4545,,Ciências da Saúde
2346-3775,,Ciências Agrárias
2346-8548,,Ciências da Saúde
2346-9641,,Ciências Agrárias
2352-2291,,Ciências da Saúde
2358-0429,,Ciências da Saúde
2358-1883,,Ciências Humanas
2359-3997,,Ciências da Saúde
2359-5639,,Ciências Sociais Aplicadas
2359-5647,,Ciências da Saúde
2362-2024,,Ciências Humanas
2362-3349,,Ciências Sociais Aplicadas
2362-3675,,Ciências da Saúde
2362-5589,,Ciências da Saúde
2393-6193,,Ciências Humanas
2393-6304,,Ciências da Saúde
2393-6606,,Ciências da Saúde
2393-6797,,Ciências da Saúde
2393-6886,,Ciências Humanas
2395-8669,,Ciências Humanas
2395-8669,,Ciências Sociais Aplicadas
2395-8715,,Ciências Sociais Aplicadas
2395-9169,,Ciências Sociais Aplicadas
2395-9177,,Ciências Sociais Aplicadas
2395-9185,,Ciências Sociais Aplicadas
2408-4417,,Ciências Humanas
2409-1618,,Ciências Agrárias
2409-8752,,Ciências Sociais Aplicadas
2410-972X,,Ciências Biológicas
2410-972X,,Engenharias
2411-9970,,Ciências Humanas
2413-2810,,Ciências Sociais Aplicadas
2413-3299,,Ciências Biológicas
2413-4341,,Ciências da Saúde
2413-4465,,Ciências Sociais Aplicadas
2413-9467,,Ciências Sociais Aplicadas
2414-8938,,Ciências Humanas
2415-0479,,Ciências Humanas
2415-0479,,Ciências Sociais Aplicadas
2415-0487,,Ciências Exatas e da Terra
2415-0495,,Ciências Exatas e da Terra
2415-0622,,Ciências Exatas e da Terra
2415-0959,,Ciências Humanas
2415-2250,,Ciências Exatas e da Terra
2422-4200,,Ciências Humanas
2422-6580,,Ciências Sociais Aplicadas
2444-6483,,Ciências da Saúde
2444-7986,,Ciências da Saúde
2446-4740,,Engenharias
2447-536X,,Ciências Agrárias
2448-167X,,Engenharias
2448-2455,,Ciências da Saúde
2448-4911,,Ciências Sociais Aplicadas
2448-5136,,Ciências Sociais Aplicadas
2448-5691,,Ciências Agrárias
2448-5691,,Ciências Biológicas
2448-5691,,Ciências Exatas e da Terra
2448-5691,,Engenharias
2448-5705,,Ciências Humanas
2448-5705,,Ciências Sociais Aplicadas
2448-6019,,Ciências Sociais Aplicadas
2448-6094,,Ciências da Saúde
2448-6132,,Ciências Agrárias
2448-6132,,Ciências Biológicas
2448-6132,,Ciências Exatas e da Terra
2448-6221,,"Linguística, Letras e Artes"
2448-6221,,Ciências Humanas
2448-6388,,Ciências Sociais Aplicadas
2448-6442,,Ciências Sociais Aplicadas
2448-6531,,"Linguística, Letras e Artes"
2448-6531,,Ciências Humanas
2448-654X,,Ciências Sociais Aplicadas
2448-6558,,Ciências Humanas
2448-6655,,Ciências Sociais Aplicadas
2448-6760,,Ciências Agrárias
2448-6760,,Ciências Biológicas
2448-718X,,Ciências Sociais Aplicadas
2448-7678,,Ciências Sociais Aplicadas
2448-8224,,"Linguística, Letras e Artes"
2448-8224,,Ciências Humanas
2448-8372,,Ciências Sociais Aplicadas
2448-8402,,Ciências Sociais Aplicadas
2448-8437,,Ciências Humanas
2448-8437,,Ciências Sociais Aplicadas
2448-8488,,Ciências Sociais Aplicadas
2448-8550,,Ciências Sociais Aplicadas
2448-8771,,Ciências da Saúde
2448-8909,,Ciências da Saúde
2448-9190,,Ciências da Saúde
2451-6600,,Ciências Humanas
2452-4549,,Ciências da Saúde
2452-5588,,Ciências da Saúde
2452-5731,,Ciências Agrárias
2452-6053,,Ciências Biológicas
2452-610X,,Ciências Sociais Aplicadas
2462-8522,,Ciências da Saúde
2468-9963,,Ciências Humanas
2469-0961,,Ciências Humanas
2500-5006,,Ciências da Saúde
2504-3145,,Ciências da Saúde
2518-4431,,Engenharias
2518-8283,,Ciências Humanas
2518-8283,,Ciências Sociais Aplicadas
2519-5352,,Ciências Agrárias
2520-9825,,Ciências Biológicas
2520-9825,,Ciências da Saúde
2520-9868,,Ciências Humanas
2520-9868,,Ciências Sociais Aplicadas
2521-2737,,Ciências Sociais Aplicadas
2523-3106,,Ciências da Saúde
2524-177X,,Ciências da Saúde
2526-8910,,Ciências da Saúde
2529-850X,,Ciências da Saúde
2530-5115,,Ciências da Saúde
2531-0488,,Ciências Sociais Aplicadas
2531-1379,,Ciências da Saúde
2545-7756,,Ciências Humanas
2565-005X,,Ciências da Saúde
2594-066X,,Ciências Sociais Aplicadas
2594-1321,,Ciências Biológicas
2594-5033,,Ciências Humanas
2595-3192,,Ciências da Saúde
2596-304X,,"Linguística, Letras e Artes"
2604-1227,,Ciências da Saúde
2616-4949,,Ciências Sociais Aplicadas
2616-7964,,"Linguística, Letras e Artes"
2616-7964,,Ciências Humanas
2616-7964,,Ciências Sociais Aplicadas
2617-4731,,Ciências Agrárias
2617-4731,,Ciências Biológicas
2617-4731,,Ciências Exatas e da Terra
2617-4731,,Ciências Sociais Aplicadas
2617-4731,,Ciências da Saúde
2619-6573,,Ciências Sociais Aplicadas
2663-371X,,Ciências Humanas
2663-3981,,Ciências Exatas e da Terra
2664-0902,,Ciências Agrárias
2664-3243,,Ciências da Saúde
2675-2824,,Ciências Exatas e da Terra
2675-5475,,Engenharias
2675-9462,,Ciências Agrárias
2676-0029,,Ciências Exatas e da Terra
2696-130X,,Ciências da Saúde
2709-7927,,Ciências da Saúde
2730-5066,,Ciências Agrárias
2730-5066,,Ciências Exatas e da Terra
